"","name","phone","is_closed","rating","distance","review_count","price","city","state","zipcode","latitude","longitude","price_2","is_open"
"400","Tajima Ramen House","+18585767244",FALSE,4,3887.67509969051,3406,"$$","San Diego","CA","92101",32.727875,-117.171287,2,1
"401","Chombos","+19726855963",FALSE,5,3971.34431855632,2,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"402","rise n°1","+12143669900",FALSE,4.5,2209.76182766423,871,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"403","The Porch","+12148282916",FALSE,4,2522.5356568603,1025,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"404","Frank","+12149973306",FALSE,5,6327.10632767223,159,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"405","Pecan Lodge","+12147488900",FALSE,4.5,6358.8541890386,2779,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"406","Meso Maya Comida Y Copas","+12144846555",FALSE,4.5,5719.08824349142,1314,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"407","Ellen's","+14692063339",FALSE,4,6388.86616783983,1550,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"408","Uncle Uber's","+12146538237",FALSE,4.5,6390.52217532022,945,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"409","Rodeo Goat","+12147414628",FALSE,4.5,5147.94581791054,1047,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"410","Hello Dumpling","+14697791551",FALSE,4.5,9698.07044543089,90,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"411","Hudson House","+12145832255",FALSE,4.5,1728.39670000725,61,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"412","Melted","+12148880154",FALSE,5,8187.20553081991,22,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"413","Meddlesome Moth","+12146287900",FALSE,4,5045.33522053582,1540,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"414","Arepa TX","+12143968866",FALSE,4.5,6177.0901573417,34,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"415","Maple Leaf Diner","+12144341626",FALSE,4.5,9379.92814896349,852,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"416","Don Chingon","+14692507259",FALSE,3.5,3721.15448622124,37,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"417","Velvet Taco","+12148238358",FALSE,4,2394.17683872156,2051,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"418","Maple and Motor","+12145224400",FALSE,4,3629.3109460497,1143,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"419","Sachet","+12146136425",FALSE,4,1960.34094232637,28,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"420","Nazca Kitchen","+12146962922",FALSE,4.5,5644.33790627768,653,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"421","CBD Provisions","+12142614500",FALSE,4,6504.51576599801,670,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"422","El Vecino","+14698026060",FALSE,4.5,8386.7977586165,35,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"423","Hopdoddy Burger Bar","+12143632337",FALSE,4.5,2774.31015125394,1045,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"424","Gemma","+12143709426",FALSE,4.5,3507.85929980129,337,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"425","Hattie's Restaurant","+12149427400",FALSE,4,10361.6624944209,712,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"426","Wheelhouse","+12143075690",FALSE,4,5177.90380222824,122,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"427","HG Sply Co - Dallas","+14693340895",FALSE,4,3973.48721173695,1112,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"428","Crushcraft Thai Street Eats","+19726777038",FALSE,4,4469.19956477763,755,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"429","Moxie's Grill & Bar","+14696870050",FALSE,4,5021.71579046696,183,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"430","LUCK at Trinity Groves","+14692500679",FALSE,4,7158.03929197283,564,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"431","Hide","+12143968050",FALSE,4.5,6279.07979602731,125,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"432","Public School 214","+12145996234",FALSE,4,3501.3015484555,684,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"433","Texas Spice","+12147446664",FALSE,4,7034.96377322328,270,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"434","Blind Butcher","+12148870000",FALSE,4,3946.24460854315,410,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"435","Victor Tangos","+12142528595",FALSE,4,2418.16395824078,782,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"436","Asian Mint","+12149041055",FALSE,4.5,2186.46710929914,8,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"437","Mezze","+12147749162",FALSE,4.5,2350.99730988568,58,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"438","Harwood Tavern","+14698997904",FALSE,4,6622.87945861276,12,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"439","Medina Oven & Bar","+12149790003",FALSE,4.5,5965.91754119593,422,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"440","Flower Child","+12142315367",FALSE,4.5,2186.46710929914,229,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"441","Crickles and Co","+12143069568",FALSE,4.5,3236.68718608983,63,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"442","Stock & Barrel","+12148880150",FALSE,4,10293.024874866,346,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"443","Town Hearth","+12147611617",FALSE,4.5,5544.02982205748,158,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"444","Celebration","+12143515681",FALSE,4,3363.67140062976,406,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"445","Niwa Japanese BBQ","+12147416492",FALSE,4.5,6321.70660025887,160,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"446","The Woolworth","+12148140588",FALSE,4,6420.42251452752,508,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"447","Dallas Grilled Cheese Co","+12149445515",FALSE,4,10370.7511622477,472,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"448","The Honor Bar","+12147800956",FALSE,4,703.21213536966,78,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"449","Jimmy's Food Store","+12148236180",FALSE,4.5,4623.39922618633,684,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"450","Rapscallion","+14692915660",FALSE,4,3851.58268369408,300,"$$","Dallas","TX","75206",32.81371,-96.77057,2,1
"451","Pot Belly Ramen","+16692843926",FALSE,4.5,6358.0100177883,75,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"452","Project Pasta","+14087536623",FALSE,4.5,8260.28062266384,30,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"453","Braise","+14082942919",FALSE,4,1720.09994268926,66,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"454","TAOB Pit Stop","+16692347377",FALSE,4.5,8718.38715230456,194,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"455","The Table","+14086387911",FALSE,4,1703.89568394709,2121,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"456","Back A Yard","+14082948626",FALSE,4,2348.19155788343,1584,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"457","Firehouse No.1 Gastropub","+14082876969",FALSE,4,2338.64690416725,1186,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"458","Smoking Pig BBQ","+14083804784",FALSE,4,4967.44351794689,2419,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"459","Gen Korean BBQ House","+14084772773",FALSE,4,7867.23679824893,4661,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"460","Alma Jacksons","+15104918628",FALSE,5,2198.30624298831,4,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"461","Uproar Brewing Company","+14086732266",FALSE,4,1426.7220188639,112,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"462","Our House","+14083724135",FALSE,4.5,1780.98182560541,211,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"463","The Cider Junction","+16692342751",FALSE,4.5,1155.29714221205,46,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"464","Souvlaki's Greek Skewers","+14082891452",FALSE,4.5,819.958434203308,772,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"465","Chavelas Restaurant","+14085648470",FALSE,4.5,800.139358512286,129,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"466","Paper Plane","+14087132625",FALSE,4,2096.5403835125,943,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"467","The City Fish","+14082933474",FALSE,4.5,2253.13961592273,715,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"468","Sushi Arashi","+14088586669",FALSE,4.5,1724.19600283139,21,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"469","Poke House","+14088094625",FALSE,4.5,6555.5088582776,45,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"470","HOM Korean Kitchen","+14087034777",FALSE,4,2272.53591815668,538,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"471","1st St Food","+14086425270",FALSE,4.5,1530.48352914133,13,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"472","Hokkaido Ramen Santouka","+14084461101",FALSE,4,8212.13081557492,2683,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"473","Poki Spot","+14088264058",FALSE,4.5,6079.02481619311,56,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"474","Danbi Korean Restaurant","+16692925595",FALSE,4.5,4760.04995849526,214,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"475","Bertucelli's La Villa","+14082957851",FALSE,4.5,1779.83272208366,916,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"476","KoJa Kitchen","+14084365010",FALSE,4,7489.40532294828,1068,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"477","SJ Omogari Korean Restaurant","+14082888134",FALSE,4,3662.37620139189,1913,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"478","Back A Yard","+14089606330",FALSE,4.5,5695.83021566432,84,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"479","The Breakfast Club","+14085647150",FALSE,4,2674.57125953149,681,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"480","Ludwigs German Table","+14087719871",FALSE,4.5,2743.57497094499,276,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"481","District San Jose","+16692925252",FALSE,4,2324.46085434548,48,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"482","Claw Shack","+14086496741",FALSE,4.5,6345.18261367177,884,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"483","Élyse Restaurant","+14088992762",FALSE,4.5,1924.52979921125,26,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"484","House of Pho","+14084408531",FALSE,4.5,6886.70789689262,8,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"485","Poke Paradise","+14083201930",FALSE,4.5,7948.23915179822,206,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"486","Bun Bo Hue An Nam","+14089931755",FALSE,4,2745.26632162391,1547,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"487","Bonchon Chicken - Silver Creek","+16692343828",FALSE,3,5793.25010461274,274,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"488","Nemea Greek Taverna","+14082794225",FALSE,4,2034.09588778326,621,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"489","Sweet Mango","+14082932268",FALSE,4,1540.67924811374,828,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"490","Vn Grill","+14084417900",FALSE,4.5,7500.12940691103,690,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"491","Luna Mexican Kitchen","+14083202654",FALSE,4,3294.5931703369,320,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"492","Nick The Greek","+14082946425",FALSE,4,2191.23088718222,606,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"493","Paesano Ristorante Italiano","+14082179327",FALSE,4,2497.50707468617,727,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"494","Q Pot Korean BBQ & Hot Pot","+16692343095",FALSE,4,6574.7611759195,1170,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"495","Dish n Dash","+14085771995",FALSE,4,8432.3275638869,190,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"496","California Wet Burrito","+16692303030",FALSE,4,1822.75280068864,34,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"497","SEIKI Ramen","+14087677393",FALSE,4,9845.36467013966,241,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"498","Cha Cha Sushi","+14082652416",FALSE,4,5336.61015734079,2811,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"499","ADEGA Restaurant","+14089269075",FALSE,4,4506.79822355684,316,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
"500","Tasty Pot","+14082888838",FALSE,4,3265.8927886688,699,"$$","San Jose","CA","95133",37.37286,-121.87316,2,1
